Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps)
11/01/21,23:00,15.17,4.58,306.24,30.62
11/01/21,23:30,11.21,2.73,305.72,30.77
11/02/21,00:00,9.41,1.34,305.75,30.81
11/02/21,00:30,10.61,2.57,305.57,30.93
11/02/21,01:00,10.77,1.21,306.88,30.87
11/02/21,02:00,12.49,0.79,306.20,30.77
11/02/21,02:30,11.11,1.53,306.30,30.78
11/02/21,03:00,10.97,0.24,305.78,30.78
11/02/21,03:30,14.21,1.07,306.16,30.76
11/02/21,04:00,11.05,0.61,305.83,30.79
11/02/21,04:30,11.00,4.92,305.76,30.78
11/02/21,05:00,9.43,0.37,305.92,30.80
11/02/21,05:30,9.64,4.39,305.76,30.69
11/02/21,06:00,9.05,3.51,306.09,30.77
11/02/21,06:30,12.42,1.45,305.67,25.06
11/02/21,07:00,10.40,0.29,305.92,30.78
11/02/21,07:30,11.94,2.88,305.90,30.76
11/02/21,08:00,9.39,0.61,305.78,30.75
11/02/21,08:30,10.27,2.72,304.49,30.77
11/02/21,09:00,10.75,2.27,305.79,30.71
11/02/21,09:30,10.53,1.53,306.18,30.73
11/02/21,10:00,10.68,1.61,305.88,30.50
11/02/21,11:00,9.70,6.47,305.39,30.65
11/02/21,11:30,15.29,2.32,304.16,30.72
11/02/21,12:00,10.34,4.57,306.01,30.72
11/02/21,12:30,10.92,0.44,5.74,15.45
11/02/21,13:00,10.05,8.46,305.89,30.77
11/02/21,13:30,15.53,2.34,300.37,30.75
11/02/21,14:00,12.68,3.68,274.26,30.77
11/02/21,14:30,11.92,1.86,305.99,30.76
11/02/21,15:00,10.83,3.28,306.12,30.55
11/02/21,15:30,9.74,0.58,305.94,30.76
11/02/21,16:00,10.78,1.84,306.08,30.55
11/02/21,17:30,11.28,6.03,303.68,30.83
11/02/21,18:00,11.38,4.44,305.71,30.62
11/02/21,18:30,10.69,4.02,301.74,30.67
11/02/21,19:00,10.36,0.86,305.90,30.74
11/02/21,19:30,11.52,7.95,305.42,30.26
11/02/21,20:00,9.32,4.47,304.25,30.77
11/02/21,20:30,10.01,1.14,306.02,30.70
11/02/21,21:00,10.22,5.42,305.56,30.76
11/02/21,21:30,11.39,5.71,281.95,30.83
11/02/21,22:00,10.09,2.50,295.03,30.68
11/02/21,22:30,11.19,6.88,305.99,30.76
11/02/21,23:00,10.34,1.36,305.81,30.74
11/02/21,23:30,9.54,1.30,305.62,30.69
11/03/21,00:00,11.50,3.97,306.35,30.09
11/03/21,00:30,11.50,1.01,305.98,30.79
11/03/21,01:00,12.12,118.28,305.91,30.74
11/03/21,01:30,10.99,0.71,305.97,30.62
11/03/21,02:00,10.99,1.63,306.16,30.76
11/03/21,02:30,10.49,1.61,306.24,30.78
11/03/21,03:00,11.17,1.10,305.45,30.75
11/03/21,03:30,11.10,1.08,306.26,30.78
11/03/21,04:00,9.45,2.75,305.97,30.83
11/03/21,05:00,21.10,4.45,305.69,30.76
11/03/21,05:30,10.69,0.89,305.93,30.72
11/03/21,06:00,9.49,4.05,305.64,30.77
11/03/21,06:30,10.68,3.04,306.17,30.77
11/03/21,07:00,9.69,0.67,305.73,30.67
11/03/21,07:30,11.09,0.12,306.12,30.69
11/03/21,08:00,11.46,1.42,305.82,30.82
11/03/21,08:30,10.93,9.47,305.81,30.79
11/03/21,09:00,9.68,0.71,306.15,30.77
11/03/21,09:30,11.09,3.43,306.06,30.79
11/03/21,10:00,11.02,0.60,306.13,30.81
11/03/21,10:30,11.30,0.53,305.79,30.79
11/03/21,11:00,11.23,1.92,305.96,30.75
11/03/21,11:30,11.03,0.86,306.07,30.77
11/03/21,12:00,10.83,0.69,306.13,30.80
11/03/21,12:30,12.46,4.65,306.29,30.77
11/03/21,13:00,9.60,1.40,305.83,30.74
11/03/21,13:30,10.24,1.71,306.54,30.75
11/03/21,14:30,9.60,0.59,305.67,30.77
11/03/21,15:00,9.65,1.77,305.67,30.79
11/03/21,15:30,9.58,2.15,305.99,30.62
11/03/21,16:00,9.35,2.69,305.56,30.79
11/03/21,16:30,13.72,0.79,304.92,30.65
11/03/21,17:00,10.93,1.50,305.97,30.62
11/03/21,17:30,9.35,2.77,305.73,30.71
11/03/21,18:00,9.44,4.40,305.75,30.90
11/03/21,18:30,12.97,4.29,305.44,30.76
11/03/21,19:00,12.50,3.78,304.23,30.97
11/03/21,19:30,12.01,6.65,306.08,30.53
11/03/21,20:00,11.37,123.72,304.90,31.00
11/03/21,20:30,9.93,1.63,305.78,30.74
11/03/21,21:00,9.44,4.48,301.47,30.77
11/03/21,21:30,9.97,0.63,305.73,30.78
11/03/21,22:00,11.21,113.43,305.53,30.67
11/03/21,22:30,9.73,1.11,305.66,30.72
11/03/21,23:00,19.97,1.96,305.84,30.86
11/03/21,23:30,15.48,9.73,305.93,30.75
11/04/21,00:00,10.42,1.63,305.56,30.80
11/04/21,00:30,10.88,3.06,305.87,30.74
11/04/21,01:00,12.31,3.84,305.94,30.69
11/04/21,01:30,9.96,1.00,305.48,30.78
11/04/21,02:00,10.21,1.56,305.85,30.79
11/04/21,02:30,11.01,1.89,306.02,30.76
11/04/21,03:00,11.85,1.43,306.32,30.46
11/04/21,03:30,9.33,2.44,305.95,30.63
11/04/21,04:00,10.93,0.98,305.79,30.80
11/04/21,04:30,11.69,1.38,306.25,30.81
11/04/21,05:00,11.11,6.36,306.02,30.78
11/04/21,05:30,10.64,4.42,306.07,30.84
11/04/21,06:00,11.14,2.40,306.20,30.77
11/04/21,06:30,10.38,1.13,306.09,30.78
11/04/21,07:00,12.43,3.61,305.23,30.42
11/04/21,07:30,9.87,1.03,305.74,30.77
11/04/21,08:00,9.44,0.44,305.76,30.87
11/04/21,08:30,9.23,0.58,305.66,30.67
11/04/21,09:00,16.56,0.87,305.35,30.52
11/04/21,09:30,10.55,1.35,298.83,30.65
11/04/21,10:00,10.98,2.75,305.84,30.56
11/04/21,10:30,12.23,11.15,299.54,30.72
11/04/21,11:00,12.39,1.43,304.84,30.72
11/04/21,11:30,10.68,7.32,265.25,30.57
11/04/21,12:00,9.70,1.61,303.92,30.64
11/04/21,12:30,11.27,6.71,305.97,30.73
11/04/21,13:00,10.56,7.90,306.03,30.70
11/04/21,13:30,11.06,1.12,305.68,30.55
11/04/21,14:00,9.57,3.95,305.57,30.74
11/04/21,14:30,11.54,3.98,305.68,30.73
11/04/21,15:00,10.46,4.41,305.98,30.77
11/04/21,15:30,14.15,4.36,305.38,30.79
11/04/21,16:00,9.85,1.71,304.94,29.74
11/04/21,16:30,8.29,8.72,304.58,29.49
11/04/21,17:00,9.20,2.03,305.81,30.56
11/04/21,17:30,10.81,1.04,305.81,30.76
11/04/21,18:00,9.49,4.89,305.55,30.85
11/04/21,18:30,12.92,76.71,305.69,30.76
11/04/21,19:00,10.97,2.63,305.45,30.75
11/04/21,19:30,11.20,2.56,305.85,30.72
11/04/21,20:00,15.44,2.92,305.46,30.68
11/04/21,20:30,11.40,4.86,297.41,30.78
11/04/21,21:00,12.11,7.04,293.01,30.79
11/04/21,21:30,11.43,9.60,304.83,30.77
11/04/21,22:00,11.63,3.73,306.08,30.77
11/04/21,22:30,11.11,9.54,79.63,30.75
11/04/21,23:00,10.39,5.83,306.10,30.60
11/04/21,23:30,9.49,3.17,305.42,30.79
11/05/21,00:00,10.24,0.35,305.67,30.80
11/05/21,00:30,11.00,0.21,305.84,30.84
11/05/21,01:00,11.67,3.58,271.76,30.84
11/05/21,01:30,10.83,1.44,306.22,30.77
11/05/21,02:00,11.19,8.99,305.93,30.75
11/05/21,02:30,10.67,4.31,305.91,30.78
11/05/21,03:00,10.95,8.09,306.04,30.79
11/05/21,03:30,11.12,2.18,305.78,30.78
11/05/21,04:00,10.65,3.16,305.85,30.76
11/05/21,04:30,10.70,1.02,306.04,30.76
11/05/21,05:00,10.71,1.50,306.03,30.65
11/05/21,05:30,9.34,1.73,305.54,30.78
11/05/21,06:00,10.71,0.70,306.17,30.80
11/05/21,06:30,9.64,1.06,305.50,30.77
11/05/21,07:00,11.72,3.87,305.57,30.75
11/05/21,07:30,9.43,0.93,305.84,30.79
11/05/21,08:00,9.35,4.36,305.73,30.77
11/05/21,08:30,8.30,2.77,305.92,25.34
11/05/21,09:00,10.38,2.93,306.13,30.75
11/05/21,09:30,10.96,0.81,306.17,30.79
11/05/21,10:00,10.20,1.18,304.86,30.77
11/05/21,10:30,9.53,4.48,305.74,30.78
11/05/21,11:00,11.08,1.05,298.14,30.73
11/05/21,11:30,12.73,4.14,305.70,30.75
11/05/21,12:00,11.12,0.58,306.11,30.77
11/05/21,12:30,12.25,3.49,306.48,30.45
11/05/21,13:00,9.34,0.74,305.90,30.68
11/05/21,13:30,11.10,7.07,306.13,30.78
11/05/21,14:00,11.43,2.90,306.36,30.74
11/05/21,14:30,11.12,1.04,306.13,30.73
11/05/21,15:00,10.80,0.88,305.93,30.85
11/05/21,15:30,18.81,3.40,305.41,30.74
11/05/21,16:00,12.23,1.94,301.43,30.74
11/05/21,16:30,10.64,2.56,305.77,30.82
11/05/21,17:00,10.64,3.36,305.89,30.59
11/05/21,18:00,12.87,5.86,305.92,30.78
11/05/21,18:30,10.19,4.07,305.20,30.78
11/05/21,19:00,11.37,4.70,304.93,30.77
11/05/21,19:30,9.48,6.84,305.74,30.78
11/05/21,20:00,10.28,3.59,306.00,30.75
11/05/21,20:30,11.62,10.09,305.88,30.67
11/05/21,21:00,10.25,2.58,305.79,30.72
11/05/21,21:30,11.22,1.47,306.15,30.80
11/05/21,22:00,10.75,4.97,305.88,30.77
11/05/21,22:30,11.23,6.33,306.16,30.69
11/05/21,23:00,10.74,5.68,305.99,30.81
11/05/21,23:30,10.21,1.35,305.93,30.78
11/06/21,00:00,10.66,1.27,268.79,30.83
11/06/21,00:30,11.19,0.77,305.86,28.62
11/06/21,01:00,10.99,0.46,301.96,30.78
11/06/21,01:30,9.40,0.96,305.54,30.78
11/06/21,02:00,10.85,3.78,306.06,30.74
11/06/21,02:30,9.61,1.06,305.94,30.77
11/06/21,03:00,9.15,4.43,305.74,30.76
11/06/21,03:30,10.79,2.85,306.38,30.80
11/06/21,04:00,14.62,4.24,305.09,30.75
11/06/21,04:30,10.39,2.16,306.14,30.62
11/06/21,05:00,10.85,1.74,270.76,30.80
11/06/21,05:30,11.01,1.20,306.00,30.77
11/06/21,06:00,9.48,2.28,305.86,30.80
11/06/21,06:30,10.51,0.63,305.80,30.94
11/06/21,07:00,11.31,0.60,297.00,30.67
11/06/21,07:30,12.02,3.52,245.83,30.77
11/06/21,08:00,9.83,1.51,305.50,30.81
11/06/21,08:30,10.89,2.27,306.37,30.79
11/06/21,09:00,10.77,1.49,306.01,30.85
11/06/21,09:30,9.41,0.42,305.63,30.81
11/06/21,10:00,11.92,7.94,305.92,30.74
11/06/21,10:30,10.64,0.79,306.01,30.77
11/06/21,11:00,10.75,0.69,305.99,30.78
11/06/21,11:30,9.54,2.71,305.85,30.74
11/06/21,12:00,9.95,3.32,305.98,30.61
11/06/21,12:30,11.01,3.25,303.08,30.71
11/06/21,13:00,10.12,1.54,305.77,30.76
11/06/21,13:30,10.73,2.61,305.83,30.76
11/06/21,14:00,11.52,3.62,294.14,30.64
11/06/21,14:30,9.28,0.39,299.33,30.79
11/06/21,15:00,10.82,3.46,305.42,30.81
11/06/21,15:30,11.73,2.90,306.07,30.74
11/06/21,16:00,9.52,4.72,306.00,30.75
11/06/21,16:30,11.02,3.46,305.97,31.05
11/06/21,17:00,11.22,1.32,305.84,30.76
11/06/21,17:30,11.14,1.42,305.95,30.77
11/06/21,18:00,11.70,4.79,306.22,30.75
11/06/21,18:30,12.55,4.55,305.94,30.73
11/06/21,19:00,12.20,4.70,305.93,30.36
11/06/21,19:30,10.59,5.60,305.81,30.75
11/06/21,20:00,10.44,2.11,305.76,30.77
11/06/21,20:30,14.82,1.23,301.53,30.56
11/06/21,21:00,11.07,5.22,305.20,30.70
11/06/21,21:30,10.34,6.62,298.95,30.05
11/06/21,22:30,9.48,3.61,281.73,30.69
11/06/21,23:00,9.89,2.54,305.38,30.83
11/06/21,23:30,11.64,1.90,306.13,30.79
11/07/21,00:00,9.47,6.14,305.77,30.80
11/07/21,00:30,23.91,3.37,305.83,30.71
11/07/21,01:00,16.02,3.42,247.57,30.86
11/07/21,01:30,11.15,1.71,306.02,30.76
11/07/21,02:00,11.98,57.07,305.68,30.80
11/07/21,03:00,10.36,0.56,305.69,30.77
11/07/21,03:30,10.83,2.54,305.31,31.00
11/07/21,04:00,10.58,4.27,305.56,30.75
11/07/21,04:30,10.45,1.30,305.23,30.79
11/07/21,05:00,10.46,4.83,305.79,30.77
11/07/21,05:30,11.09,3.18,305.89,30.81
11/07/21,06:00,10.79,1.98,305.86,30.79
11/07/21,06:30,9.26,3.31,305.35,30.76
11/07/21,07:00,9.81,3.41,305.88,30.87
11/07/21,07:30,12.00,0.56,305.93,30.79
11/07/21,08:00,11.26,1.32,305.79,30.76
11/07/21,08:30,9.31,1.87,305.61,30.79
11/07/21,09:00,10.33,4.26,306.32,30.69
11/07/21,09:30,9.65,1.57,305.83,30.72
11/07/21,10:00,11.25,2.51,305.90,29.68
11/07/21,10:30,9.78,6.35,305.74,30.53
11/07/21,11:00,10.80,4.00,305.15,30.65
11/07/21,11:30,10.53,2.25,303.58,30.71
11/07/21,12:00,11.77,2.35,306.38,30.88
11/07/21,12:30,12.10,2.51,306.07,30.75
11/07/21,13:00,10.06,5.21,305.85,30.76
11/07/21,14:00,9.44,2.87,306.07,30.77
11/07/21,15:00,9.55,0.55,305.67,30.75
11/07/21,15:30,11.64,120.90,306.06,30.74
11/07/21,16:00,12.07,2.43,306.22,30.69
11/07/21,16:30,11.09,1.78,305.08,30.76
11/07/21,17:00,11.17,7.21,305.94,30.72
11/07/21,17:30,11.45,3.37,305.73,30.75
11/07/21,18:00,9.76,0.93,305.44,30.69
11/07/21,18:30,11.44,2.84,302.58,30.78
11/07/21,19:00,15.76,4.81,148.29,30.77
11/07/21,19:30,11.45,8.48,306.26,30.74
11/07/21,20:00,10.77,2.90,306.07,30.67
11/07/21,20:30,11.05,2.86,305.06,30.54
11/07/21,21:00,9.30,3.58,305.98,30.64
11/07/21,21:30,9.32,1.54,305.76,30.51
11/07/21,22:00,11.01,3.71,306.08,30.80
11/07/21,22:30,9.31,0.65,305.86,30.77
11/07/21,23:00,10.80,3.34,305.98,30.73
11/07/21,23:30,10.68,6.42,305.84,30.69
11/08/21,00:00,10.60,3.62,305.89,30.78
11/08/21,00:30,11.28,0.61,306.27,30.72
11/08/21,01:30,10.80,2.85,297.70,30.76
11/08/21,03:00,11.12,1.71,305.92,30.76
11/08/21,03:30,9.58,0.54,306.12,30.67
11/08/21,04:00,11.56,4.61,305.99,30.56
11/08/21,04:30,10.10,0.62,305.86,30.94
11/08/21,05:00,11.61,1.47,305.85,30.78
11/08/21,05:30,10.53,0.44,306.03,30.75
11/08/21,06:00,14.16,2.41,305.91,30.75
11/08/21,06:30,13.54,0.98,304.00,FAILED
11/08/21,07:00,11.02,6.33,305.59,30.73
11/08/21,07:30,12.20,4.05,306.09,30.78
11/08/21,08:00,11.50,0.37,305.67,30.73
11/08/21,08:30,11.06,0.32,305.86,30.71
11/08/21,09:00,10.65,4.39,305.84,30.73
11/08/21,09:30,9.58,4.26,305.59,29.11
11/08/21,10:00,11.74,2.64,305.06,29.60
11/08/21,10:30,10.97,0.51,305.81,30.78
11/08/21,11:00,10.65,1.80,305.90,30.72
11/08/21,11:30,10.33,0.94,305.27,29.70
11/08/21,12:00,11.30,1.40,285.75,30.78
11/08/21,12:30,9.40,2.53,305.71,30.63
11/08/21,13:00,11.07,2.50,305.79,30.69
11/08/21,13:30,10.67,2.47,305.60,30.76
11/08/21,14:00,11.04,0.49,304.91,30.75
11/08/21,14:30,10.40,4.26,305.81,30.65
11/08/21,15:00,10.47,5.95,276.81,30.80
11/08/21,15:30,10.18,110.06,300.26,30.32
11/08/21,16:00,9.37,0.76,305.72,30.69
11/08/21,16:30,10.37,0.45,305.81,30.73
11/08/21,17:00,12.42,1.89,306.09,30.78
11/08/21,17:30,10.08,1.21,305.82,30.71
11/08/21,18:00,12.28,4.71,306.15,30.73
11/08/21,18:30,11.47,0.96,305.86,30.76
11/08/21,19:00,12.10,6.28,306.00,30.74
11/08/21,19:30,11.05,3.17,303.32,30.75
11/08/21,20:00,10.31,0.96,277.93,30.77
11/08/21,20:30,10.89,8.20,298.39,30.80
11/08/21,21:00,11.27,1.20,305.76,30.75
11/08/21,21:30,10.93,1.11,305.53,30.89
11/08/21,22:00,10.83,2.75,306.20,30.75
11/08/21,22:30,10.92,1.38,278.54,30.72
11/08/21,23:00,11.15,3.70,238.90,30.79
11/08/21,23:30,9.27,0.38,305.76,30.77
11/09/21,00:00,10.37,1.39,305.99,30.74
11/09/21,00:30,11.15,4.84,305.86,30.78
11/09/21,01:00,9.51,1.21,305.80,30.77
11/09/21,01:30,11.75,2.16,305.99,30.51
11/09/21,02:00,10.64,2.64,306.18,30.84
11/09/21,02:30,10.98,1.60,306.13,30.80
11/09/21,03:00,11.03,1.89,305.94,30.77
11/09/21,03:30,14.05,8.70,306.03,30.78
11/09/21,04:00,10.68,2.46,306.06,30.76
11/09/21,04:30,11.70,1.09,306.08,30.81
11/09/21,05:00,9.79,2.09,305.77,30.76
11/09/21,05:30,11.78,2.49,305.78,30.78
11/09/21,06:00,11.24,0.91,306.11,30.79
11/09/21,06:30,10.66,0.59,306.22,30.76
11/09/21,07:00,12.41,3.00,305.98,30.77
11/09/21,07:30,10.77,1.25,301.62,29.30
11/09/21,08:00,10.98,0.47,306.08,30.81
11/09/21,08:30,10.78,2.12,304.41,30.76
11/09/21,09:00,14.15,0.65,298.49,30.43
11/09/21,09:30,12.23,0.80,262.08,28.70
11/09/21,10:00,14.54,1.27,305.52,30.74
11/09/21,10:30,10.74,4.88,303.47,30.28
11/09/21,11:00,11.15,6.74,305.34,29.88
11/09/21,11:30,11.48,0.58,306.04,30.71
11/09/21,12:00,9.97,4.33,305.57,30.95
11/09/21,13:00,9.62,3.33,306.08,30.71
11/09/21,13:30,10.72,1.91,293.97,29.77
11/09/21,14:00,10.59,3.38,242.76,29.35
11/09/21,14:30,11.90,4.90,248.41,28.60
11/09/21,15:00,10.19,6.07,286.81,28.88
11/09/21,15:30,12.26,1.63,242.84,28.38
11/09/21,16:00,13.69,2.08,276.40,27.69
11/09/21,16:30,12.86,4.11,283.67,30.38
11/09/21,17:00,11.15,8.09,269.41,28.68
11/09/21,17:30,11.02,4.66,262.07,28.50
11/09/21,18:00,11.90,1.75,293.53,30.00
11/09/21,18:30,18.07,3.83,306.17,30.69
11/09/21,19:00,11.99,2.10,289.21,30.74
11/09/21,19:30,9.24,1.36,294.32,30.70
11/09/21,20:00,9.83,3.07,5.40,FAILED
11/09/21,20:30,9.59,5.06,302.78,30.77
11/09/21,21:00,15.41,1.47,305.30,20.15
11/09/21,21:30,10.84,3.42,305.44,24.63
11/09/21,22:00,12.66,1.72,207.54,28.86
11/09/21,22:30,9.95,5.79,237.52,28.83
11/09/21,23:00,6.30,5.09,5.50,12.86
11/09/21,23:30,12.17,1.49,294.53,29.59
11/10/21,00:00,10.65,2.71,5.70,12.75
11/10/21,00:30,11.05,1.78,282.00,29.23
11/10/21,01:00,11.40,3.54,227.65,29.91
11/10/21,01:30,12.31,1.71,258.71,28.11
11/10/21,02:00,10.33,4.41,284.71,29.09
11/10/21,02:30,12.27,3.79,279.18,27.24
11/10/21,03:00,10.73,0.73,306.08,30.79
11/10/21,03:30,9.96,1.17,305.63,30.87
11/10/21,04:00,11.74,0.79,306.22,30.81
11/10/21,04:30,10.72,2.27,305.90,30.77
11/10/21,05:00,11.14,0.78,283.46,30.79
11/10/21,05:30,11.44,9.40,262.61,30.74
11/10/21,06:00,9.41,1.35,305.42,30.70
11/10/21,06:30,13.97,2.67,306.01,30.78
11/10/21,07:00,9.55,1.41,305.90,30.79
11/10/21,07:30,9.36,1.39,305.87,30.77
11/10/21,08:00,10.90,121.16,304.87,30.78
11/10/21,08:30,9.33,1.03,305.92,30.23
11/10/21,09:00,11.27,6.54,306.04,30.78
11/10/21,09:30,9.64,2.50,305.80,30.75
11/10/21,10:00,11.08,1.90,305.27,30.77
11/10/21,10:30,10.32,1.91,305.55,30.79
11/10/21,11:00,11.27,0.80,306.00,30.76
11/10/21,11:30,10.69,0.47,305.91,30.77
11/10/21,12:00,11.51,1.42,305.86,30.76
11/10/21,12:30,9.62,1.59,305.78,30.76
11/10/21,13:00,10.83,6.42,305.92,30.78
11/10/21,13:30,10.92,1.24,304.61,30.78
11/10/21,14:00,10.38,0.52,305.91,30.75
11/10/21,14:30,10.64,1.03,306.05,30.70
11/10/21,15:00,11.12,1.64,306.04,30.60
11/10/21,15:30,11.30,0.58,306.23,30.76
11/10/21,16:00,10.81,1.10,305.94,30.81
11/10/21,16:30,10.07,2.56,305.74,30.74
11/10/21,17:00,11.18,4.59,304.30,30.72
11/10/21,17:30,14.32,1.44,252.17,29.30
11/10/21,18:00,13.03,2.65,16.47,FAILED
11/10/21,18:30,9.64,1.29,294.24,28.44
11/10/21,19:00,13.21,1.38,246.04,29.04
11/10/21,19:30,9.42,0.95,239.23,28.98
11/10/21,20:00,10.59,5.49,222.86,27.42
11/10/21,20:30,12.90,1.87,242.79,29.17
11/10/21,21:00,11.04,3.64,287.83,29.61
11/10/21,21:30,10.61,2.76,230.80,27.76
11/10/21,22:00,9.98,1.66,5.95,FAILED
11/10/21,22:30,15.38,0.76,273.09,29.91
11/10/21,23:00,11.40,1.75,305.84,30.75
11/10/21,23:30,10.85,2.69,305.89,30.76
11/11/21,00:00,10.47,4.06,306.13,30.65
11/11/21,00:30,15.24,2.42,226.56,30.60
11/11/21,01:00,10.40,0.72,306.08,22.52
11/11/21,01:30,10.96,2.85,305.91,30.76
11/11/21,02:00,9.39,4.47,305.29,30.78
11/11/21,02:30,10.84,4.26,305.85,30.81
11/11/21,03:00,10.86,2.58,306.03,30.77
11/11/21,03:30,10.53,2.99,306.17,30.78
11/11/21,04:00,11.04,0.35,305.85,30.70
11/11/21,04:30,11.03,1.32,305.99,30.76
11/11/21,05:00,10.55,1.28,305.56,30.78
11/11/21,05:30,9.47,0.43,305.61,30.76
11/11/21,06:00,16.06,1.75,306.11,30.76
11/11/21,06:30,14.41,6.67,305.62,30.70
11/11/21,07:00,11.39,1.54,306.08,30.73
11/11/21,07:30,9.21,0.99,305.95,30.60
11/11/21,08:00,11.04,0.11,305.87,30.79
11/11/21,08:30,11.70,4.28,306.22,30.75
11/11/21,09:00,10.73,2.48,306.52,30.81
11/11/21,09:30,11.06,0.37,305.87,30.75
11/11/21,10:00,10.59,3.06,306.06,30.78
11/11/21,10:30,11.01,0.62,306.03,30.73
11/11/21,11:00,10.70,0.80,305.93,30.76
11/11/21,11:30,14.70,0.76,305.95,30.77
11/11/21,12:00,9.70,0.96,306.16,30.77
11/11/21,12:30,12.11,6.14,306.16,30.80
11/11/21,13:00,11.17,2.45,306.18,30.78
11/11/21,13:30,10.80,1.91,306.17,30.70
11/11/21,14:00,14.15,59.14,305.58,30.78
11/11/21,14:30,11.06,1.97,306.22,30.75
11/11/21,15:30,9.17,1.40,305.82,30.77
11/11/21,16:00,11.19,2.10,306.17,30.80
11/11/21,16:30,11.68,0.41,306.13,30.74
11/11/21,17:00,11.24,4.55,305.98,30.79
11/11/21,18:00,10.40,1.59,304.55,30.87
11/11/21,18:30,14.46,4.91,254.78,29.70
11/11/21,19:00,14.17,3.56,275.67,29.00
11/11/21,19:30,10.86,3.31,255.29,30.00
11/11/21,20:00,11.88,1.17,283.84,30.06
11/11/21,20:30,12.05,0.54,305.91,30.79
11/11/21,21:00,11.52,2.47,306.19,30.76
11/11/21,21:30,11.20,5.16,306.14,30.76
11/11/21,22:00,11.08,6.37,300.54,30.64
11/11/21,22:30,10.44,7.83,305.16,30.83
11/11/21,23:00,11.00,2.50,306.15,30.80
11/11/21,23:30,11.09,0.46,305.73,30.85
11/12/21,00:00,9.88,1.81,305.80,30.84
11/12/21,00:30,10.46,2.16,305.72,30.84
11/12/21,01:00,11.27,2.29,306.28,30.82
11/12/21,01:30,11.16,2.34,305.94,30.78
11/12/21,02:00,9.50,1.17,305.90,30.78
11/12/21,02:30,10.73,0.91,305.96,30.66
11/12/21,03:00,10.52,1.04,305.09,30.81
11/12/21,03:30,10.98,0.34,306.01,30.78
11/12/21,04:00,11.07,4.71,306.12,30.78
11/12/21,04:30,11.94,1.25,306.04,30.77
11/12/21,05:30,11.58,1.65,306.02,30.73
11/12/21,06:00,11.24,0.73,297.53,30.73
11/12/21,06:30,11.32,2.79,305.89,30.78
11/12/21,07:00,11.72,1.30,306.26,30.80
11/12/21,07:30,10.31,2.33,306.16,30.76
11/12/21,08:00,15.60,1.12,234.53,30.76
11/12/21,08:30,11.03,0.65,306.15,30.70
11/12/21,09:00,11.02,5.90,307.39,30.71
11/12/21,09:30,10.58,0.96,305.87,30.67
11/12/21,10:00,11.79,2.48,305.43,30.73
11/12/21,10:30,9.53,2.95,304.18,30.62
11/12/21,11:00,12.17,2.31,305.46,30.65
11/12/21,11:30,10.93,0.51,306.38,30.72
11/12/21,12:00,10.59,2.11,305.90,30.76
11/12/21,12:30,10.69,1.82,305.30,30.53
11/12/21,13:00,10.50,0.71,305.71,30.90
11/12/21,13:30,4.99,2.91,305.76,30.78
11/12/21,14:00,10.53,5.46,305.60,30.73
11/12/21,14:30,10.85,5.58,306.07,30.75
11/12/21,15:00,12.16,1.50,305.23,30.73
11/12/21,15:30,10.46,4.29,306.07,30.79
11/12/21,16:00,13.85,7.84,305.86,30.69
11/12/21,17:00,11.11,2.03,306.81,30.75
11/12/21,17:30,11.18,6.27,306.00,30.77
11/12/21,18:00,12.20,0.61,306.14,30.76
11/12/21,18:30,10.99,2.17,299.35,30.78
11/12/21,19:00,10.72,0.93,306.24,30.68
11/12/21,19:30,9.69,0.90,306.01,30.86
11/12/21,20:00,12.03,0.33,287.30,30.75
11/12/21,20:30,11.57,4.51,305.48,30.76
11/12/21,21:00,11.42,0.97,306.11,30.75
11/12/21,21:30,10.25,7.12,305.97,30.82
11/12/21,22:00,11.74,3.02,304.69,30.74
11/12/21,22:30,11.51,8.33,305.77,30.60
11/12/21,23:00,10.63,5.87,305.94,30.79
11/12/21,23:30,10.99,1.71,305.99,30.76
11/13/21,00:00,11.08,2.98,305.76,30.81
11/13/21,00:30,10.41,0.39,305.97,30.79
11/13/21,01:00,10.32,1.78,5.76,12.70
11/13/21,01:30,11.09,7.02,305.75,30.78
11/13/21,02:00,9.86,0.63,5.63,12.52
11/13/21,02:30,11.06,0.30,305.90,30.73
11/13/21,03:00,9.54,1.36,305.83,30.77
11/13/21,03:30,10.97,4.11,306.21,30.79
11/13/21,04:00,10.96,2.99,305.31,30.74
11/13/21,04:30,10.84,0.51,305.61,30.81
11/13/21,05:00,11.49,1.10,299.20,30.76
11/13/21,05:30,10.65,0.23,305.57,30.80
11/13/21,06:00,11.45,1.12,306.44,30.77
11/13/21,06:30,9.67,1.93,305.93,30.80
11/13/21,07:00,13.85,3.98,305.15,30.75
11/13/21,07:30,10.80,6.06,306.39,30.78
11/13/21,08:00,14.13,1.26,306.29,30.80
11/13/21,08:30,11.18,2.42,306.15,30.77
11/13/21,09:00,11.06,2.49,305.71,29.94
11/13/21,10:00,17.26,1.13,306.17,30.78
11/13/21,10:30,11.98,0.37,305.97,30.87
11/13/21,11:00,12.26,0.75,305.94,30.95
11/13/21,11:30,11.78,4.13,305.58,30.68
11/13/21,12:00,10.98,1.39,305.59,30.73
11/13/21,12:30,10.46,1.23,305.48,30.75
